major1,major2,minor1,minor2,IPEDS.Race.Ethnicity,Gender,GPA.Range,Term.Code,survey_city,survey_company,survey_deptfunc,survey_offers,survey_plans,survey_pref_field,survey_pref_loc,survey_salary,survey_state
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Cincinnati,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,56000.0,OH
Business Economics,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Stamford,"Stanwich Advisors, LLC",Finance,1,accepted fulltime job,Yes,Yes,75000.0,CT
Business Economics,none,No Minor,No Minor,Asian,Female,3.50 - 4.00,202020,Cincinnati,84.51º,Analytics Consulting,1,accepted fulltime job,Yes,Yes,75000.0,OH
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202120,Tysons Corner,Freddie Mac,Marketing / Sales Operations / Procurement,2,accepted fulltime job,Yes,Yes,66560.0,VA
Finance,none,Economics,Math/Stat,White,Male,3.00 - 3.49,202120,Jersey City,Deloitte,Accounting Finance,1,accepted fulltime job,Yes,Yes,70000.0,NJ
Finance,Marketing,No Minor,No Minor,Hispanic/Latino,Female,3.50 - 4.00,202120,Chicago,EY,Unknown,None,accepted fulltime job,None,None,68000.0,IL
Accountancy,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Cleveland,Grant Thornton LLP,Accounting,1,accepted fulltime job,Yes,Yes,55000.0,OH
Management and Leadership,none,No Minor,No Minor,White,Male,2.00 - 2.49,201920,Denver,Coyote Logistics,Unknown,None,accepted fulltime job,None,None,40000.0,CO
Marketing,none,Arts Related,Arts Related,White,Female,3.50 - 4.00,201920,Chicago,Crate & Barrel,Marketing / Sales,None,accepted fulltime job,None,None,58120.19679571174,IL
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Chicago,KPMG,"Accounting
 Consulting
 Finance",3,accepted fulltime job,Yes,Yes,71000.0,IL
Finance,none,Political Science,No Minor,White,Male,2.00 - 2.49,202130,Warren,Everest Reinsurance Company,Unknown,1,accepted fulltime job,None,None,58120.19679571174,NJ
Accountancy,none,Information Systems,Information Systems,Multi Racial,Female,3.50 - 4.00,202120,Chicago,KPMG,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Boston,ServiceNow,Marketing / Sales,2,accepted fulltime job,Yes,Yes,65000.0,MA
Supply Chain & Operations Mgmt,none,Entrepreneurship,Language,White,Male,3.50 - 4.00,201920,Detroit,Textron,"Analytics
 Logistics / Supply Chain",3,accepted fulltime job,Yes,Yes,57500.0,MI
Accountancy,Finance,Business Legal Studies,Business Legal Studies,White,Male,3.50 - 4.00,202020,Cleveland,Brown Gibbons Lang & Co.,Accounting Finance,1,accepted fulltime job,Yes,Yes,75000.0,OH
Accountancy,Finance,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Columbus,KPMG,Accounting,2,accepted fulltime job,Yes,Yes,54000.0,OH
Finance,none,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,201920,Denver,EY,"Analytics
 Consulting
 Finance",1,accepted fulltime job,Yes,Yes,57000.0,CO
Marketing,none,Information Systems,No Minor,White,Male,2.50 - 2.99,202120,Pawtucket,Cintas,General Management Logistics / Supply Chain Marketing / Sales Operations / Procurement,1,accepted fulltime job,No,Yes,50000.0,RI
Marketing,none,No Minor,No Minor,White,Female,3.50 - 4.00,202020,Cincinnati,MarketVision Research,Marketing / Sales,2,accepted fulltime job,Yes,No,54000.0,OH
Finance,none,Accountancy,Accountancy,White,Male,3.50 - 4.00,202020,Cleveland,Deloitte Consulting,Accounting Analytics Consulting Finance General Management,3,accepted fulltime job,Yes,Yes,80000.0,OH
Finance,none,Supply Chain Management,No Minor,Asian,Female,3.00 - 3.49,201920,Dublin,Cardinal Health,"Accounting
 Finance",2,accepted fulltime job,Yes,Yes,58000.0,OH
Marketing,none,Arts Related,No Minor,White,Female,2.50 - 2.99,201920,Columbus,Express Corporate,Other,2,accepted fulltime job,Yes,Yes,55000.0,OH
Marketing,none,Mangement and Leadership,No Minor,White,Male,3.00 - 3.49,202120,TBD,The David J Joseph Company,Marketing / Sales,1,accepted fulltime job,Yes,Yes,55000.0,TBD
Information Systems,none,No Minor,No Minor,Multi Racial,Male,2.50 - 2.99,202120,Beachwood,Insight2Profit,Analytics Consulting Finance,2,accepted fulltime job,Yes,No,60000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Chicago,JPMorgan Chase & Co.,Finance,1,accepted fulltime job,Yes,Yes,65000.0,IL
Business Economics,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Austin,Dimensional Fund Advisors,Finance,3,accepted fulltime job,Yes,Yes,85000.0,TX
Marketing,none,Arts Related,Arts Related,White,Female,3.50 - 4.00,202110,Chicago,McDonald's Corp.,Human Resources Marketing / Sales,1,accepted fulltime job,Yes,Yes,64500.0,IL
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Cleveland,Brown Gibbons Lang & Co.,Finance,1,accepted fulltime job,Yes,Yes,75000.0,OH
Accountancy,none,No Minor,No Minor,Multi Racial,Male,2.50 - 2.99,202020,Cincinnati,Fifth-Third Bank,Accounting Finance,1,accepted fulltime job,Yes,Yes,58000.0,OH
Marketing,none,Supply Chain Management,No Minor,White,Female,2.50 - 2.99,201920,New York City,The Isabella Company,Unknown,None,accepted fulltime job,None,None,58120.19679571174,NY
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.50 - 4.00,201920,Dublin,Cardinal Health,Operations/Procurement,1,accepted fulltime job,Yes,Yes,56000.0,OH
Marketing,none,Sport Management,No Minor,White,Female,3.50 - 4.00,202120,Westlake,SpyGlass,Unknown,1,accepted fulltime job,Yes,Yes,41000.0,OH
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202020,Chicago,Capgemini Invent,Consulting,1,accepted fulltime job,Yes,Yes,75000.0,IL
Finance,Marketing,No Minor,No Minor,Multi Racial,Male,3.50 - 4.00,201920,New Albany,Abercrombie & Fitch,"Analytics
 Finance
 Operations / Procurement",1,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,Entrepreneurship,No Minor,White,Male,3.50 - 4.00,202020,Cincinnati,ArkMalibu,Unknown,None,accepted fulltime job,None,None,58120.19679571174,OH
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,201920,Covington,Fourth Street Performance Partners,Unknown,2,accepted fulltime job,Yes,None,53000.0,KY
Supply Chain & Operations Mgmt,none,Mangement and Leadership,No Minor,White,Male,2.50 - 2.99,202020,Columbus,DHL,Logistics / Supply Chain,2,accepted fulltime job,Yes,Yes,52500.0,OH
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Columbus,Hexion,Accounting,1,accepted fulltime job,Yes,Yes,55000.0,OH
Finance,none,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202020,Detroit,Deloitte,Analytics Finance,1,accepted fulltime job,Yes,No,74000.0,MI
Marketing,none,Language,Language,Asian,Female,3.50 - 4.00,202120,Charlotte,Amazon,General Management Logistics / Supply Chain Operations / Procurement,1,accepted fulltime job,No,Yes,52000.0,NC
Finance,none,No Minor,No Minor,Non-Resident Alien,Female,3.50 - 4.00,202020,Chicago,EY,Consulting IT Assurance / IT Audit,2,accepted fulltime job,Yes,Yes,68000.0,IL
Marketing,none,Humanities,No Minor,Asian,Male,3.00 - 3.49,201920,Columbus,Highlights for Children,"Advertising / Public Relations
 Analytics
 Marketing / Sales",1,accepted fulltime job,Yes,Yes,52000.0,OH
Finance,none,No Minor,No Minor,Asian,Male,3.00 - 3.49,201920,Pittsburgh,PNC Financial Services Group,"Finance
 Other: Capital Markets",3,accepted fulltime job,Yes,No,85000.0,PA
Supply Chain & Operations Mgmt,none,Information Systems,No Minor,White,Female,2.50 - 2.99,201920,Columbus,Express,"Logistics / Supply Chain
 Operations / Procurement",2,accepted fulltime job,Yes,Yes,55000.0,OH
Business Economics,none,Humanities,Humanities,White,Female,3.50 - 4.00,202120,Charlotte,Keyot Crew212,Consulting,2,accepted fulltime job,No,Yes,57000.0,NC
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,Chicago,Crowe LLP,Unknown,None,accepted fulltime job,None,None,63000.0,IL
Marketing,none,Business Analytics,No Minor,White,Male,3.00 - 3.49,202120,Cleveland,Sherwin-Williams,Marketing / Sales,2,accepted fulltime job,Yes,Yes,50000.0,OH
Information Systems,none,Engineering/Science,Engineering/Science,White,Male,3.00 - 3.49,202120,Fort Worth,Textron,Analytics Information Technology,1,accepted fulltime job,Yes,Yes,66000.0,TX
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202120,New York City,MRM,Unknown,1,accepted fulltime job,Yes,Yes,45000.0,NY
Finance,none,Economics,No Minor,White,Male,3.50 - 4.00,202120,Chicago,JP Morgan Chase,Finance,1,accepted fulltime job,Yes,Yes,65000.0,IL
Accountancy,Finance,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Los Angeles,Duff & Phelps,Accounting Finance,2,accepted fulltime job,Yes,Yes,85000.0,CA
Supply Chain & Operations Mgmt,none,Language,Language,White,Female,3.00 - 3.49,202120,Boston,Peloton Consulting Group,Consulting Logistics / Supply Chain Operations / Procurement,2,accepted fulltime job,Yes,Yes,64000.0,MA
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202120,Cleveland,Huntington National Bank,Finance,1,accepted fulltime job,Yes,Yes,58000.0,OH
Marketing,none,Humanities,No Minor,White,Male,3.00 - 3.49,202120,Cleveland,Bellwether Enterprise Real Estate Capital,Finance,1,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Cincinnati,The Kroger Co.,Accounting Finance,1,accepted fulltime job,Yes,Yes,52500.0,OH
Marketing,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,Indianapolis,First Person,Entrepreneur / Founder,3,accepted fulltime job,Yes,Yes,50000.0,IN
Finance,none,Accountancy,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Fast Market Options,Unknown,2,accepted fulltime job,None,None,70000.0,IL
Finance,none,No Minor,No Minor,White,Female,3.00 - 3.49,202020,MacLean,Freddie Mac,Accounting Finance,1,accepted fulltime job,Yes,Yes,65000.0,VA
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,North Randall,Amazon,Logistics / Supply Chain Operations / Procurement,3,accepted fulltime job,Yes,Yes,50000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Aurora,DSV Solutions LLC,Finance,1,accepted fulltime job,Yes,Yes,63000.0,IL
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202020,Grand Rapids,Procter & Gamble,Marketing / Sales,0,accepted fulltime job,Yes,Yes,70000.0,MI
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Coyote Logistics,Unknown,None,accepted fulltime job,None,None,45000.0,IL
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,National Futures Association,Unknown,None,accepted fulltime job,None,None,58120.19679571174,IL
Accountancy,Finance,No Minor,No Minor,White,Male,3.00 - 3.49,202020,Chicago,Capgemini Invent,Consulting,3,accepted fulltime job,Yes,Yes,75000.0,IL
Finance,none,Interactive Media Studies,Interactive Media Studies,White,Male,3.00 - 3.49,202120,Columbus,Huntington National Bank,Finance,1,accepted fulltime job,Yes,Yes,45000.0,OH
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Cleveland,Quicken Loans,Unknown,None,accepted fulltime job,None,None,44000.0,OH
Finance,none,Economics,No Minor,Black or African American,Male,3.50 - 4.00,202020,San Jose,Western Digital,Finance,4,accepted fulltime job,Yes,Yes,60000.0,CA
Marketing,none,Mangement and Leadership,Mangement and Leadership,White,Female,3.50 - 4.00,201920,Cleveland,Deloitte Consulting,"Analytics
 Consulting
 Information Technology",9,accepted fulltime job,Yes,Yes,80000.0,OH
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Santa Monica,Oracle,Consulting,1,accepted fulltime job,Yes,Yes,61880.0,CA
Marketing,none,Business Analytics,Business Analytics,White,Female,3.50 - 4.00,201920,Columbus,L Brands,Marketing / Sales,None,accepted fulltime job,Yes,Yes,60000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Columbus,EY,Consulting Finance,4,accepted fulltime job,Yes,Yes,60000.0,OH
Marketing,none,Humanities,No Minor,White,Male,3.00 - 3.49,201920,Farmingdale,Nestle,Marketing / Sales,2,accepted fulltime job,Yes,Yes,58000.0,NY
Information Systems,none,Information Security,Information Security,Hispanic/Latino,Male,3.50 - 4.00,202120,Cincinnati,Procter & Gamble,Information Technology,1,accepted fulltime job,Yes,Yes,73000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Dallas,Goldman Sachs,Finance Operations / Procurement,2,accepted fulltime job,Yes,Yes,52000.0,TX
Marketing,none,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,202120,Austin,Arrive Logistics,Logistics / Supply Chain Marketing / Sales,2,accepted fulltime job,Yes,Yes,40000.0,TX
Accountancy,none,No Minor,No Minor,White,Male,3.50 - 4.00,202120,Cincinnati,"BKD, LLP",Accounting,2,accepted fulltime job,Yes,Yes,52000.0,OH
Accountancy,none,Humanities,Humanities,Asian,Female,3.50 - 4.00,201920,Chicago,EY,Accounting,1,accepted fulltime job,Yes,Yes,61000.0,IL
Finance,Supply Chain & Operations Mgmt,Business Analytics,Business Analytics,White,Male,3.50 - 4.00,202120,Remote,Terillium,Finance Logistics / Supply Chain,0,accepted fulltime job,No,Yes,50000.0,REMOTE
Marketing,none,Interactive Media Studies,No Minor,White,Female,3.50 - 4.00,202020,New York City,Investors Bank,Unknown,0,accepted fulltime job,None,None,58120.19679571174,NY
Accountancy,Finance,Political Science,Political Science,White,Male,3.50 - 4.00,202020,Cincinnati,Deloitte Consulting,Consulting,4,accepted fulltime job,Yes,No,80000.0,OH
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,201920,New York City,PWC Corporate Finance LLC,Unknown,1,accepted fulltime job,Yes,None,85000.0,NY
Marketing,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Chicago,Coyote Logistics,Marketing / Sales,2,accepted fulltime job,Yes,Yes,45000.0,IL
Marketing,none,Political Science,No Minor,White,Female,3.50 - 4.00,201920,grand rapids,frito lay,Education,1,accepted fulltime job,Yes,No,60000.0,MI
Marketing,none,Humanities,Humanities,Black or African American,Male,3.00 - 3.49,202020,Cleveland,The Marcus Graham Project,Unknown,1,accepted fulltime job,None,None,58120.19679571174,OH
Marketing,none,Humanities,No Minor,White,Female,2.50 - 2.99,201920,Chicago,Groupon,Marketing / Sales,2,accepted fulltime job,Yes,Yes,35000.0,IL
Marketing,none,No Minor,No Minor,White,Female,3.00 - 3.49,201920,Cleveland,BrightEdge Technologies,Marketing / Sales,2,accepted fulltime job,Yes,Yes,48500.0,OH
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Chicago,RSM,Unknown,None,accepted fulltime job,None,None,62500.0,IL
Business Economics,none,Supply Chain Management,Supply Chain Management,White,Male,3.00 - 3.49,201920,Rolling Meadows,Arthur J. Gallagher,Marketing / Sales,1,accepted fulltime job,Yes,Yes,50000.0,IL
Finance,none,Engineering/Science,Engineering/Science,White,Female,3.00 - 3.49,202020,Chicago,EY,Consulting Finance,1,accepted fulltime job,Yes,Yes,68000.0,IL
Information Systems,Marketing,Interactive Media Studies,Interactive Media Studies,White,Female,3.50 - 4.00,201920,Wichita,Textron Aviation,"Analytics
 Information Technology
 Marketing / Sales",2,accepted fulltime job,Yes,No,60000.0,KS
Accountancy,none,Information Systems,Information Systems,White,Male,3.00 - 3.49,201920,Cleveland,PolyOne Corporation,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,OH
Marketing,none,Sport Management,No Minor,White,Female,3.50 - 4.00,201920,Chicago,Publicis Sapient,Unknown,None,accepted fulltime job,None,None,50000.0,IL
Finance,Marketing,No Minor,No Minor,Asian,Female,3.50 - 4.00,201920,Cincinnati,US Bank,"Analytics
 Finance
 Marketing / Sales",1,accepted fulltime job,Yes,Yes,66000.0,OH
Finance,none,Arts Related,Arts Related,Asian,Female,3.00 - 3.49,201920,Deerfield,Baxter,Finance,1,accepted fulltime job,Yes,Yes,60000.0,IL
Human Capital Mgmt& Leadership,none,Arts Related,No Minor,White,Male,3.50 - 4.00,202020,Orlando,CHEP,Logistics / Supply Chain Operations / Procurement,3,accepted fulltime job,Yes,No,60000.0,FL
Business Analytics,none,Sport Management,Sport Management,White,Male,3.00 - 3.49,202020,Madison,Epic Systems Corporation,Analytics Information Technology,1,accepted fulltime job,Yes,Yes,70000.0,WI
Marketing,none,Entrepreneurship,Entrepreneurship,White,Male,3.00 - 3.49,201920,Chicago,E & J Gallo Winery,Marketing / Sales,1,accepted fulltime job,Yes,Yes,60000.0,IL
Finance,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Pittsburgh,BNY Mellon,Finance,1,accepted fulltime job,Yes,Yes,52000.0,PA
Marketing,none,No Minor,No Minor,Non-Resident Alien,Male,2.50 - 2.99,201920,Charleston,MVP Group International,Unknown,2,accepted fulltime job,None,None,58120.19679571174,SC
Marketing,none,Information Systems,No Minor,White,Male,3.00 - 3.49,201920,Chicago,CDW,Unknown,None,accepted fulltime job,None,None,30000.0,IL
Marketing,none,Mangement and Leadership,No Minor,White,Female,3.50 - 4.00,202120,Avon Lake,Avient (Formerly PolyOne),Human Resources,1,accepted fulltime job,Yes,Yes,57000.0,OH
Finance,none,Humanities,International Business,Asian,Male,3.00 - 3.49,202020,Downers Grove,Glanbia,Unknown,1,accepted fulltime job,None,None,58120.19679571174,IL
Finance,none,Accountancy,Accountancy,Asian,Female,3.00 - 3.49,202020,Columbus,JP Morgan Chase,Accounting Finance,4,accepted fulltime job,Yes,Yes,53000.0,OH
Accountancy,none,No Minor,No Minor,Asian,Female,3.00 - 3.49,202120,Providence,Textron,Accounting,1,accepted fulltime job,Yes,Yes,60000.0,RI
Finance,none,No Minor,No Minor,White,Male,2.50 - 2.99,202120,Nashville,UBS,Unknown,2,accepted fulltime job,Yes,Yes,60000.0,TN
Marketing,none,Business Analytics,No Minor,Multi Racial,Male,3.00 - 3.49,202120,Chicago,E&J Gallo Winery,Marketing / Sales,1,accepted fulltime job,Yes,Yes,35000.0,IL
Accountancy,Finance,Humanities,Humanities,White,Male,3.00 - 3.49,201920,Chicago,EY,Accounting,4,accepted fulltime job,Yes,Yes,64000.0,IL
Supply Chain & Operations Mgmt,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,Lima,Anheuser-Busch,"Logistics / Supply Chain
 Operations / Procurement",2,accepted fulltime job,Yes,Yes,62500.0,OH
Finance,none,No Minor,No Minor,White,Male,3.00 - 3.49,201920,St. Louis,Moneta Group,Finance,None,accepted fulltime job,Yes,Yes,58120.19679571174,MO
Business Economics,none,Humanities,Humanities,White,Male,3.50 - 4.00,202120,Hartford,Aetna,Analytics,2,accepted fulltime job,Yes,Yes,56000.0,CT
Finance,none,Economics,No Minor,White,Male,3.00 - 3.49,201920,Akron,Goodyear,Finance,2,accepted fulltime job,Yes,Yes,61500.0,OH
Accountancy,none,No Minor,No Minor,White,Female,3.50 - 4.00,202120,Chicago,Deloitte,Accounting,1,accepted fulltime job,Yes,Yes,62000.0,IL
Finance,none,No Minor,No Minor,White,Male,3.50 - 4.00,202020,Columbus,Lower,Unknown,None,accepted fulltime job,None,None,58120.19679571174,OH
Marketing,none,Information Security,No Minor,White,Male,3.50 - 4.00,202020,Arlington,Amazon,Information Technology Marketing / Sales,1,accepted fulltime job,Yes,Yes,75000.0,VA
Marketing,none,Entrepreneurship,Humanities,White,Female,3.50 - 4.00,202020,Cincinnati,"P.L. Marketing, Inc.",Unknown,0,accepted fulltime job,None,None,58120.19679571174,OH
Finance,none,Humanities,No Minor,White,Male,3.00 - 3.49,201920,Chicago,bswift,"Analytics
 IT Assurance / IT Audit
 Information Technology",1,accepted fulltime job,Yes,Yes,50000.0,IL
